Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,127/126,127/126 Count,127/126 Variability [%],128/126,128/126 Count,128/126 Variability [%],129/126,129/126 Count,129/126 Variability [%],130/126,130/126 Count,130/126 Variability [%],131/126,131/126 Count,131/126 Variability [%],Score A2,Coverage A2,# Peptides A2,# PSM A2,Score B2,Coverage B2,# Peptides B2,# PSM B2,Score C2,Coverage C2,# Peptides C2,# PSM C2,# AAs,MW [kDa],calc. pI
Q01081,Splicing factor U2AF 35 kDa subunit,39.17,7,6,6,32,1.727,11;6;8,4.1,1.425,11;6;8,6.7,1.228,11;6;8,8.4,1.219,11;6;8,0.4,1.264,11;6;8,5.7,36.91,27.92,4,12,25.64,31.67,5,9,29.97,35.42,5,11,240,27.9,8.81
Q01082,"Isoform 2 of Spectrin beta chain, brain 1",46.54,6,1,95,446,,,,,,,,,,,,,,,,392.55,39.16,74,134,454.63,43.25,81,160,434.38,39.26,74,152,2155,251.2,5.53
Q01082,"Isoform Long of Spectrin beta chain, brain 1",45.26,6,6,100,480,1.079,5;10;7,16.3,1.052,5;10;7,18,1.037,5;10;7,11.1,1.054,5;10;7,17.4,1.026,5;10;7,1.9,423.07,38.16,79,143,500.15,42.26,86,173,465.16,38.62,79,164,2364,274.4,5.57
Q01196,Putative uncharacterized protein RUNX1,3.67,11,1,1,1,,,,,,,,,,,,,,,,2.09,3.67,1,1,,,,,,,,,245,26.8,8.87
Q01415,N-acetylgalactosamine kinase isoform 2,11.86,5,3,4,10,1.93,1;1;1,5.3,1.694,1;1;1,4.4,1.421,1;1;1,4.3,1.338,1;1;1,3.2,1.15,1;1;1,4.6,12.93,9.84,3,4,9.77,7.61,2,3,6.46,9.62,3,3,447,49.2,6.37
Q01432,Isoform 1B of AMP deaminase 3,9.39,7,3,6,11,1.16,1;1;-,6.6,1.167,1;1;-,5.1,1.156,1;1;-,,1.158,1;1;-,11.8,1.121,1;1;-,17,9.25,5.35,4,4,9.59,6,4,4,7.71,3.39,3,3,767,88.8,6.98
Q01433,Isoform Ex1A-2-3 of AMP deaminase 2,31.08,7,26,28,82,0.842,13;14;11,21.3,0.819,13;14;11,17.7,0.913,13;14;11,13.6,0.906,13;14;11,12.6,0.892,13;14;11,5.5,65.88,25.31,21,25,77.78,24.56,22,30,61.8,23.18,20,27,798,92,6.28
Q01459,Di-N-acetylchitobiase,11.69,2,4,4,8,1.004,1;-;1,12.4,1.071,1;-;1,,0.885,1;-;1,1.8,0.856,1;-;1,3.6,0.981,1;-;1,,5.3,4.68,2,2,4.76,9.61,3,3,8.53,6.49,2,3,385,43.7,6.64
Q01469,"Fatty acid-binding protein, epidermal",69.63,4,12,12,66,1.278,9;17;12,12.6,1.174,9;17;12,8.9,1.092,9;17;12,8.5,1.237,9;17;12,8.9,1.037,9;17;12,1.2,51.35,65.19,10,17,68.39,69.63,10,26,56.21,65.19,11,23,135,15.2,7.01
Q01518,Isoform 1 of Adenylyl cyclase-associated protein 1,68,19,7,43,993,0.776,40;52;47,2.5,0.694,40;52;47,2.3,0.795,40;52;47,2.2,0.944,40;52;47,1.6,0.859,40;52;47,2.1,816.04,62.95,39,328,806.28,66.74,39,337,759.39,64.21,40,328,475,51.8,8.1
Q01650,Large neutral amino acids transporter small subunit 1,2.76,1,1,1,1,,,,,,,,,,,,,,,,2.43,2.76,1,1,,,,,,,,,507,55,7.72
Q01658,Protein Dr1,21.02,1,2,2,18,1.398,5;1;4,15.4,1.138,5;1;4,7.2,0.938,5;1;4,18.3,1.172,5;1;4,24.6,1.272,5;1;4,9.9,19.68,21.02,2,6,13.48,21.02,2,4,24.31,21.02,2,8,176,19.4,4.75
Q01780,Isoform 1 of Exosome component 10,11.75,2,7,7,16,1.284,3;3;4,7.4,1.47,3;3;4,5.9,1.253,3;3;4,4.5,1.31,3;3;4,9.1,1.154,3;3;4,7.6,11.54,7.12,4,5,9.39,4.86,3,4,15.61,9.15,6,7,885,100.8,8.46
Q01813,6-phosphofructokinase type C,40.94,8,23,30,141,0.7,13;22;17,15.4,0.674,13;22;17,25,0.833,13;22;17,20.8,0.758,13;22;17,25.9,0.924,13;22;17,2.6,102.71,27.3,20,41,118.69,36.22,24,51,95.58,33.16,24,49,784,85.5,7.55
Q01831,DNA repair protein complementing XP-C cells,7.02,5,5,5,12,1.441,-;2;2,,1.578,-;2;2,23.2,1.318,-;2;2,8.9,1.461,-;2;2,,1.138,-;2;2,2.6,6.26,4.79,3,4,6.39,7.02,5,5,9.19,3.62,2,3,940,105.9,8.9
Q01844,RNA-binding protein EWS isoform 4,20.33,9,11,11,80,1.436,24;24;17,4.2,1.258,24;24;17,1.4,1.069,24;24;17,2.8,0.96,24;24;17,2.7,1.124,24;24;17,2.3,80.88,19.83,10,28,78.78,20.33,11,29,63.81,20.33,11,23,600,62.5,9.39
Q01968,Isoform B of Inositol polyphosphate 5-phosphatase OCRL-1,1.23,14,1,2,3,,,,,,,,,,,,,,,,0,0.56,1,1,1.88,0.67,1,1,1.99,0.67,1,1,893,103.2,6.77
Q01970,"Similar to phospholipase C, beta 3 (Fragment)",5.29,7,3,4,8,0.901,1;1;1,9.1,0.82,1;1;1,8.6,1.063,1;1;1,2.5,0.906,1;1;1,1.9,1.175,1;1;1,19.1,4.67,1.51,1,1,9.52,3.61,3,3,8.56,5.29,4,4,1191,133.4,6.11
Q02108,guanylate cyclase soluble subunit alpha-3 isoform D,10.26,8,5,5,9,0.713,1;2;2,13.1,0.594,1;2;2,8.6,0.904,1;2;2,17,1.107,1;2;2,13.7,0.861,1;2;2,7.4,9.66,6.57,3,3,3.98,7.05,2,2,6.27,10.26,4,4,624,70.1,7.37
Q02127,"Dihydroorotate dehydrogenase, mitochondrial",3.54,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,2.42,3.54,1,1,395,42.8,9.67
Q02153,Isoform HSGC-1 of Guanylate cyclase soluble subunit beta-1,13.73,6,6,6,11,0.447,3;2;3,6,0.421,3;2;3,14.1,0.738,3;2;3,11.9,0.695,3;2;3,2.8,0.838,3;2;3,7.4,13.27,9.53,4,4,6.51,4.52,2,2,13.46,13.73,5,5,619,70.5,5.35
Q02218,"2-oxoglutarate dehydrogenase, mitochondrial",33.24,7,27,27,134,1.024,27;32;31,4,0.984,27;32;31,2.4,0.932,27;32;31,1,0.98,27;32;31,1.2,1.025,27;32;31,3.8,114.41,26.3,19,41,141.15,29.52,23,47,113.94,29.72,23,46,1023,115.9,6.86
Q02224,Isoform 2 of Centromere-associated protein E,0.86,9,1,3,36,,,,,,,,,,,,,,,,21.94,0.86,3,16,17.07,0.49,2,11,14.29,0.49,2,9,2665,312,5.59
Q02252,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",22.62,1,11,11,32,0.964,4;6;6,2.4,1.001,4;6;6,2.8,1.038,4;6;6,2.2,0.959,4;6;6,3.4,0.984,4;6;6,1.4,14.97,11.21,5,7,34.48,19.07,9,12,34.54,14.58,7,13,535,57.8,8.5
Q02410,Amyloid beta A4 precursor protein-binding family A member 1,0.96,1,1,1,2,3.298,-;-;1,,3.385,-;-;1,,2.654,-;-;1,,2.738,-;-;1,,1.381,-;-;1,,,,,,,,,,5.25,0.96,1,2,837,92.8,4.93
Q02487,Isoform 2B of Desmocollin-2,1.18,3,1,1,7,1.582,1;2;2,4.6,1.876,1;2;2,9.2,1.366,1;2;2,9.4,1.403,1;2;2,7.7,1.121,1;2;2,3.5,4.86,1.18,1,2,4.86,1.18,1,2,4.18,1.18,1,3,847,93.7,5.47
Q02539,Histone H1.1,30.23,4,2,12,517,1.381,-;1;1,,1.51,-;1;1,7.6,1.119,-;1;1,3.8,0.958,-;1;1,,1.007,-;1;1,12.9,409.28,24.65,11,159,460.34,24.65,9,175,467.15,24.65,9,183,215,21.8,10.99
Q02543,60S ribosomal protein L18a,44.89,5,10,10,98,1.373,21;21;20,3,1.357,21;21;20,1.1,1.095,21;21;20,1.6,1.236,21;21;20,5.6,1.092,21;21;20,1.6,86.48,40.34,9,34,86.17,40.34,9,34,81.16,44.32,9,30,176,20.7,10.71
Q02556,Interferon regulatory factor 8,4.46,1,2,2,2,,,,,,,,,,,,,,,,5.44,4.46,2,2,,,,,,,,,426,48.3,6.77
Q02750,Dual specificity mitogen-activated protein kinase kinase 1,11.45,2,2,3,14,0.757,1;1;2,5.9,0.635,1;1;2,13.6,0.645,1;1;2,24.2,0.772,1;1;2,23.1,0.978,1;1;2,7.5,8.19,11.45,3,6,6.5,11.45,3,4,7.67,5.85,2,4,393,43.4,6.62
Q02790,Peptidyl-prolyl cis-trans isomerase FKBP4,34.86,1,13,13,29,0.925,6;6;5,5.4,0.885,6;6;5,11.3,0.926,6;6;5,8.5,0.853,6;6;5,8.1,1.026,6;6;5,4,32.31,20.7,9,12,32.75,22.22,8,11,19.01,16.34,6,6,459,51.8,5.43
Q02818,Nucleobindin-1,60.95,7,24,25,102,1.048,14;21;20,6.4,1.045,14;21;20,8.2,1.035,14;21;20,3.9,1.075,14;21;20,6.3,1.076,14;21;20,2.5,70.36,38.83,15,26,101.1,57.92,23,40,80.56,50.11,21,36,461,53.8,5.25
Q02846,Retinal guanylyl cyclase 1,0.91,2,1,1,1,,,,,,,,,,,,,,,,,,,,0,0.91,1,1,,,,,1103,120,7.44
Q02880,Isoform Beta-1 of DNA topoisomerase 2-beta,17.52,12,26,28,73,1.204,19;15;13,7.5,1.154,19;15;13,13.1,1.15,19;15;13,1.9,1.152,19;15;13,11.1,1.066,19;15;13,0.6,54.09,14.25,22,25,48.06,9.56,15,26,49.55,10.36,15,22,1621,182.5,8.06
Q03013,Isoform 2 of Glutathione S-transferase Mu 4,17.44,8,2,3,10,0.574,-;1;1,,0.527,-;1;1,46,0.666,-;1;1,30.3,0.642,-;1;1,,0.957,-;1;1,5,3.36,6.15,1,2,7.2,12.82,2,4,5.38,17.44,3,4,195,22.8,5.1
Q03111,Protein ENL,1.43,1,1,1,1,,,,,,,,,,,,,,,,,,,,0,1.43,1,1,,,,,559,62,8.59
Q03113,Guanine nucleotide-binding protein subunit alpha-12,9.19,9,1,4,23,0.887,1;-;-,,0.991,1;-;-,,0.962,1;-;-,,0.952,1;-;-,,0.891,1;-;-,,16,7.61,3,6,21.58,6.56,3,9,18.16,6.56,3,8,381,44.3,9.83
Q03169,Tumor necrosis factor alpha-induced protein 2,5.5,1,4,4,6,1.295,-;-;1,,1.424,-;-;1,,1.188,-;-;1,,1.076,-;-;1,,1.321,-;-;1,,8.33,4.13,3,3,6.28,3.21,2,2,3.34,1.38,1,1,654,72.6,6.46
Q03252,Lamin-B2,65.16,2,52,62,530,1.333,82;74;89,1.1,1.363,82;74;89,3.3,1.17,82;74;89,1.4,1.075,82;74;89,3.6,1.122,82;74;89,0.9,480.31,63.23,54,179,462.27,62.26,52,168,497.76,62.1,55,183,620,69.9,5.59
Q03405,Isoform 2 of Urokinase plasminogen activator surface receptor,13.88,3,2,2,6,1.412,3;1;-,6.3,1.905,3;1;-,17.1,1.569,3;1;-,,1.462,3;1;-,10.7,1.096,3;1;-,21.2,8.4,13.88,2,3,7.17,4.63,1,2,0,4.63,1,1,281,31.2,6.43
Q03518,Antigen peptide transporter 1,18.56,3,11,11,46,1.094,7;8;9,8.4,1.155,7;8;9,5,1.111,7;8;9,4.1,1.047,7;8;9,9.2,1.007,7;8;9,2.7,41.63,14.98,8,13,45.55,17.7,10,16,44.58,18.56,11,17,808,87.2,8.02
Q03519,Isoform 1 of Antigen peptide transporter 2,12.97,5,8,9,41,1.225,8;7;5,22.3,1.336,8;7;5,16.5,1.162,8;7;5,9.1,1.431,8;7;5,25.1,1.045,8;7;5,14.1,45.21,11.52,8,15,32.83,10.93,7,12,33.08,10.5,6,14,686,75.6,8.02
Q04323,Isoform 1 of UBX domain-containing protein 1,17.85,2,6,6,15,0.942,4;1;2,32.8,0.973,4;1;2,46.2,1.047,4;1;2,26.6,1.031,4;1;2,19.8,1.017,4;1;2,7.7,14.43,8.42,3,6,12.16,14.81,4,4,15.76,14.81,4,5,297,33.3,5.25
Q04446,"1,4-alpha-glucan-branching enzyme",22.65,4,14,14,41,0.911,8;12;9,6.7,0.983,8;12;9,6.2,0.995,8;12;9,1.2,1.045,8;12;9,5.2,0.966,8;12;9,4.8,37.76,17.09,9,12,45.82,18.23,12,15,42.56,17.81,10,14,702,80.4,6.32
Q04637,Isoform B of Eukaryotic translation initiation factor 4 gamma 1,23.35,22,1,32,96,0.98,1;1;-,4.9,1.06,1;1;-,7.8,1.057,1;1;-,,0.986,1;1;-,0.4,0.934,1;1;-,4.3,91.73,19.95,25,36,60.68,12.12,19,26,76,15.72,22,34,1559,171.4,5.31
Q04726,Isoform 2 of Transducin-like enhancer protein 3,1.45,5,1,1,2,,,,,,,,,,,,,,,,2.89,1.45,1,1,3.17,1.45,1,1,,,,,760,82.2,7.2
Q04727,Isoform 2 of Transducin-like enhancer protein 4,1.56,7,1,1,2,1.11,-;1;-,,1.18,-;1;-,,1.161,-;1;-,,1.179,-;1;-,,1.116,-;1;-,,,,,,3.13,1.56,1,1,3.06,1.56,1,1,704,76.5,7.8
Q04759,Isoform 1 of Protein kinase C theta type,14.31,4,7,11,52,0.705,5;4;4,13.1,0.642,5;4;4,12.8,0.875,5;4;4,6,0.853,5;4;4,8.1,0.82,5;4;4,2.4,30.51,11.33,9,18,38.52,12.89,8,17,29.15,12.89,8,17,706,81.8,7.61
Q04760,Lactoylglutathione lyase,41.85,1,9,9,42,0.878,3;6;6,8.5,0.816,3;6;6,2.2,0.87,3;6;6,5.3,0.895,3;6;6,19.1,0.938,3;6;6,7.6,14.45,23.37,6,12,24.81,41.85,9,16,27.23,36.41,8,14,184,20.8,5.31
Q04837,"Single-stranded DNA-binding protein, mitochondrial",52.7,3,2,9,74,1.137,5;3;4,5.1,1.183,5;3;4,12.8,1.059,5;3;4,2.5,1.258,5;3;4,10.9,1.084,5;3;4,4.2,69.42,42.57,7,24,67.04,52.7,9,25,67.54,42.57,7,25,148,17.2,9.6
Q04917,14-3-3 protein eta,75.61,6,18,25,403,0.603,75;64;57,7.4,0.556,75;64;57,9.9,0.693,75;64;57,8.5,0.723,75;64;57,10.1,0.838,75;64;57,1.2,390.26,69.51,23,144,359.32,65.45,23,130,332.87,64.63,21,129,246,28.2,4.84
Q04941,Proteolipid protein 2,18.42,2,2,2,10,0.703,2;1;1,10.7,0.694,2;1;1,10.6,0.822,2;1;1,3.2,0.732,2;1;1,5.5,0.865,2;1;1,4.9,9.64,18.42,2,3,10.66,18.42,2,4,8.24,18.42,2,3,152,16.7,7.24
Q05048,Cleavage stimulation factor subunit 1,7.42,2,2,2,6,1.126,-;1;1,,1.279,-;1;1,28.9,1.145,-;1;1,13.3,1.262,-;1;1,,1.006,-;1;1,14.1,3.13,4.18,1,1,6.74,7.42,2,2,6.84,7.42,2,3,431,48.3,6.58
Q05193,Isoform 3 of Dynamin-1,22.44,3,8,22,70,0.626,4;3;2,3.8,0.582,4;3;2,1.1,0.764,4;3;2,8.4,0.816,4;3;2,2,0.839,4;3;2,4.2,47.34,17.86,17,23,62.54,17.16,16,25,47.03,14.69,14,22,851,96,7.01
Q05209,Tyrosine-protein phosphatase non-receptor type 12,23.72,7,15,16,56,0.674,12;14;11,12.3,0.658,12;14;11,11,0.84,12;14;11,2.7,0.902,12;14;11,2.9,0.829,12;14;11,5,31.67,20.77,13,18,43.18,15.64,10,19,35.43,15.77,11,19,780,88.1,5.62
Q05315,Eosinophil lysophospholipase,36.62,1,6,6,29,4.116,5;8;3,5,3.708,5;8;3,11.3,3.464,5;8;3,27,3.165,5;8;3,11.4,2.785,5;8;3,16.7,16.08,18.31,4,11,12.7,27.46,4,11,11.99,13.38,3,7,142,16.5,7.37
Q05519,"Splicing factor, arginine/serine-rich 11, isoform CRA_b",5.38,4,2,2,9,1.995,3;2;1,31,2.198,3;2;1,26.5,1.776,3;2;1,20.5,1.661,3;2;1,14.9,1.141,3;2;1,6,6.01,5.38,2,4,5.35,5.38,2,4,3.27,3.52,1,1,483,53.4,10.52
Q05655,Protein kinase C delta type,40.09,8,26,30,167,0.83,30;40;37,6.6,0.824,30;40;37,5,0.907,30;40;37,3.6,1.027,30;40;37,7.2,0.897,30;40;37,2.5,113.64,34.17,24,46,157.92,34.62,25,59,147.96,38.61,27,62,676,77.5,7.75
Q05682,Isoform 5 of Caldesmon,63.16,14,54,57,359,0.842,83;86;86,2.1,0.722,83;86;86,3.9,1.095,83;86;86,1.7,1.181,83;86;86,2.9,0.785,83;86;86,0.7,296.5,62.59,51,125,279.73,59.02,47,113,287.93,57.14,47,121,532,61.2,6.71
Q05823,2-5A-dependent ribonuclease,4.86,1,4,4,8,0.583,2;1;1,12.8,0.564,2;1;1,14.1,0.737,2;1;1,6.5,0.642,2;1;1,10.7,0.809,2;1;1,3.8,8.42,3.37,3,3,8.29,3.64,3,3,5.63,2.43,2,2,741,83.5,6.65
Q05D32,Isoform 2 of CTD small phosphatase-like protein 2,3.05,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,3.07,3.05,1,1,394,45.4,8.76
Q06124,Isoform 2 of Tyrosine-protein phosphatase non-receptor type 11,33.39,4,18,18,42,0.813,9;11;7,4.5,0.738,9;11;7,5.2,0.821,9;11;7,6.6,0.866,9;11;7,10.1,0.913,9;11;7,3.6,29.71,17.71,8,12,46.4,28.67,13,16,37.23,19.06,11,14,593,68,7.3
Q06136,3-ketodihydrosphingosine reductase,15.96,3,5,5,7,1.39,3;-;1,11.7,1.476,3;-;1,,1.167,3;-;1,6,1.598,3;-;1,18.7,1.014,3;-;1,,13.36,13.86,4,5,,,,,2.7,6.93,2,2,332,36.2,7.12
Q06187,Tyrosine-protein kinase BTK,48.1,36,27,27,90,0.637,18;17;16,16.6,0.537,18;17;16,19.8,0.74,18;17;16,11.7,0.739,18;17;16,13.6,0.808,18;17;16,1,79.94,37.18,21,32,76.49,40.97,23,29,66.41,41.12,23,29,659,76.2,7.77
Q06203,Amidophosphoribosyltransferase,6,2,3,3,3,0.754,1;-;-,,0.8,1;-;-,,0.844,1;-;-,,0.802,1;-;-,,1,1;-;-,,3.55,2.32,1,1,5.14,3.68,2,2,,,,,517,57.4,6.76
Q06210,Isoform 2 of Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 1,17.03,3,8,8,25,1.036,6;2;2,6.5,1.167,6;2;2,7.8,1.071,6;2;2,5.1,1.069,6;2;2,2.8,1.036,6;2;2,3.9,43.12,14.39,6,12,23.7,12.19,6,7,16.87,10.57,5,6,681,76.7,6.84
Q06323,Proteasome activator complex subunit 1,51.41,2,20,20,218,1.089,49;52;44,3.5,1.027,49;52;44,1.8,0.955,49;52;44,3.5,0.883,49;52;44,1.3,1.071,49;52;43,0.9,185.87,49.4,17,76,172.41,51.41,18,71,160.16,51.41,18,71,249,28.7,6.02
Q06481,Isoform 4 of Amyloid-like protein 2,7.48,5,3,4,12,0.752,2;1;2,19.7,0.742,2;1;2,7,0.84,2;1;2,18.1,0.805,2;1;2,9.8,0.972,2;1;2,10.1,13.11,5.18,2,4,8.16,6.33,3,3,9.3,7.48,4,5,695,79.2,4.72
Q06546,GA-binding protein alpha chain,16.08,5,6,7,14,1.087,2;3;4,20.9,1.131,2;3;4,29,1.066,2;3;4,18.6,1,2;3;4,17.9,1.124,2;3;4,3.9,3.84,7.05,4,5,13.12,11.45,4,4,14.27,10.13,4,5,454,51.3,4.97
Q06547,Isoform 2 of GA-binding protein subunit beta-1,2.35,2,1,1,2,,,,,,,,,,,,,,,,3.3,2.35,1,1,3.14,2.35,1,1,,,,,383,41.3,4.84
Q06830,Peroxiredoxin-1,67.84,3,14,18,250,0.927,36;45;37,2.2,0.937,36;45;37,1.8,0.955,36;45;37,2.1,0.877,36;45;37,5.2,1.03,36;45;37,0.9,198.23,67.84,18,83,209.07,66.83,17,88,184.48,66.33,16,79,199,22.1,8.13
Q07000,"HLA class I histocompatibility antigen, Cw-15 alpha chain",51.37,21,1,14,146,1.11,1;1;1,6.5,1.206,1;1;1,8.8,1.074,1;1;1,7.2,1.074,1;1;1,3.5,0.976,1;1;1,2.3,162.33,51.09,13,51,137.89,41.26,11,41,171.14,42.9,12,54,366,40.8,6.33
Q07020,60S ribosomal protein L18,38.3,2,8,8,69,1.204,11;10;10,9,1.251,11;10;10,6.4,1.027,11;10;10,8.1,1.048,11;10;10,9.1,1.074,11;10;10,4.7,48.7,38.3,8,22,55.35,34.57,7,24,44.74,25.53,5,23,188,21.6,11.72
Q07021,"Complement component 1 Q subcomponent-binding protein, mitochondrial",46.45,3,8,8,103,0.718,35;29;27,8.1,0.637,35;29;27,14.4,0.655,35;29;27,5.7,0.771,35;29;27,10.8,1.019,35;29;27,2.9,143.08,39.01,6,38,123.97,36.88,5,31,113.07,44.33,7,34,282,31.3,4.84
Q07065,Isoform 1 of Cytoskeleton-associated protein 4,56.31,5,29,30,82,1.308,15;18;13,5.4,1.37,15;18;13,18.7,1.285,15;18;13,7.4,1.115,15;18;13,8.4,1.166,15;18;13,3.8,85.62,40.03,19,27,94.84,42.03,20,30,73.3,34.88,18,25,602,66,5.92
Q07108,Early activation antigen CD69,5.53,1,1,1,2,0.571,-;1;1,,0.485,-;1;1,14,0.688,-;1;1,1.6,0.874,-;1;1,,0.77,-;1;1,1.4,,,,,3.11,5.53,1,1,1.84,5.53,1,1,199,22.5,6.61
Q07812,Isoform Epsilon of Apoptosis regulator BAX,46.95,7,8,8,37,1.04,6;11;9,4.8,1.003,6;11;9,0.7,1.042,6;11;9,1,0.943,6;11;9,3,0.985,6;11;9,6.1,35.14,46.95,7,12,48.33,35.37,6,15,29.12,34.76,5,10,164,18.1,8.16
Q07817,Isoform Bcl-X(S) of Bcl-2-like protein 1,10.59,6,2,2,6,0.493,1;1;-,28.1,0.462,1;1;-,29.2,0.735,1;1;-,,0.608,1;1;-,12.9,0.769,1;1;-,0.7,6.37,10.59,2,2,9.24,5.29,1,3,3.42,5.29,1,1,170,18.9,5.07
Q07954,Prolow-density lipoprotein receptor-related protein 1,2.95,2,11,11,22,1.027,3;5;4,9.8,1.036,3;5;4,19.2,1.001,3;5;4,7.6,0.964,3;5;4,6.9,1.111,3;5;4,7.3,9.36,0.75,3,4,25.09,2.31,8,10,22.8,1.76,6,8,4544,504.2,5.39
Q07955,"Isoform ASF-3 of Splicing factor, arginine/serine-rich 1",60.7,4,16,17,173,1.503,31;31;34,2.7,1.533,31;31;34,3.2,1.209,31;31;34,3.4,1.2,31;31;34,7.4,1.169,31;31;34,1.1,200.37,56.72,15,65,171.98,54.73,14,54,168.66,50.75,12,54,201,22.4,7.94
Q07960,Rho GTPase-activating protein 1,32.8,3,15,15,137,0.725,26;33;29,7.4,0.72,26;33;29,5.7,0.828,26;33;29,4.2,0.817,26;33;29,3.2,0.867,26;33;29,0.9,119.13,28.7,13,43,129.14,30.52,13,48,124.09,30.98,13,46,439,50.4,6.29
Q08170,"Splicing factor, arginine/serine-rich 4",20.65,2,7,12,71,1.181,8;7;8,9.3,1.176,8;7;8,8.9,1.007,8;7;8,5.5,1.008,8;7;8,4.9,1.115,8;7;8,4,62.48,20.45,11,25,52.1,20.45,11,22,52.42,19.23,11,24,494,56.6,11.52
Q08209,Isoform 2 of Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform,21.53,6,5,10,26,1.001,-;1;1,,0.952,-;1;1,31.6,1.012,-;1;1,27.5,0.944,-;1;1,,2.705,-;1;1,84.7,8.91,8.22,5,6,26.19,17.03,7,10,20.51,13.89,7,10,511,57.6,6.3
Q08211,ATP-dependent RNA helicase A,34.88,3,46,46,224,1.367,31;41;39,2.7,1.387,31;41;39,4.5,1.193,31;41;39,2.9,1.194,31;41;39,5.7,1.101,31;41;39,0.7,187.63,25.12,30,69,194.34,27.56,33,79,209.99,31.97,38,76,1270,140.9,6.84
Q08257,quinone oxidoreductase isoform b,34.24,6,8,8,56,1.16,9;10;12,4,1.209,9;10;12,4.4,1.057,9;10;12,1.6,1.063,9;10;12,9,0.976,9;10;12,2.8,58.04,28.47,7,19,54.04,34.24,8,19,49.15,28.47,7,18,295,31.5,8.47
Q08378,Isoform 2 of Golgin subfamily A member 3,11.51,5,12,13,33,0.879,6;6;3,18.1,0.818,6;6;3,13.5,0.865,6;6;3,11,0.877,6;6;3,8.3,1.01,6;6;3,6.4,41.06,7.84,9,12,32.84,8.71,10,12,20.13,6.62,8,9,1390,155.6,5.4
Q08379,Isoform 2 of Golgin subfamily A member 2,12.12,7,8,8,12,1.031,1;2;2,17.5,1.029,1;2;2,13.9,0.996,1;2;2,6.9,1.155,1;2;2,11.7,0.975,1;2;2,5.6,4.06,2.22,2,2,13.8,10.1,6,6,7.59,6.67,4,4,990,111.6,5
Q08380,Galectin-3-binding protein,9.74,5,5,5,12,0.905,-;3;3,,0.976,-;3;3,16,1.069,-;3;3,7.1,1,-;3;3,,0.959,-;3;3,16.4,5.66,4.62,2,2,15.08,8.55,4,5,14.66,7.86,4,5,585,65.3,5.27
Q08495,Isoform Long of Dematin,32.35,5,11,11,39,0.821,7;11;13,19.8,0.748,7;11;13,20.9,1.115,7;11;13,9.8,1.044,7;11;13,6.8,0.848,7;11;13,1.6,22.09,19.01,7,9,40.17,20.99,7,16,41.34,24.94,8,14,405,45.5,8.88
Q08722,Isoform OA3-305 of Leukocyte surface antigen CD47,11.15,6,4,4,66,0.585,12;16;19,3.1,0.51,12;16;19,5.5,0.698,12;16;19,6.9,0.735,12;16;19,8.7,0.832,12;16;19,5.9,54.97,9.18,3,20,63.33,11.15,4,25,53.39,9.18,3,21,305,33.2,7.91
Q08752,Peptidyl-prolyl cis-trans isomerase D,22.7,5,6,8,47,1.06,3;3;4,10.7,1.039,3;3;4,7.3,1.059,3;3;4,8.3,1.058,3;3;4,18.6,0.962,3;3;4,5.4,37,22.7,8,16,36.43,15.95,6,15,36.65,21.08,7,16,370,40.7,7.21
Q08945,FACT complex subunit SSRP1,25.95,2,17,18,62,1.236,9;14;14,10.2,1.329,9;14;14,9.1,1.134,9;14;14,5.9,1.075,9;14;14,6.2,1.092,9;14;14,4.6,40.57,21.3,12,18,49.6,18.19,13,21,50.98,20.59,15,23,709,81,6.87
Q08AF3,Isoform 1 of Schlafen family member 5,19.3,7,18,19,70,1.419,13;14;12,4.5,1.446,13;14;12,5.1,1.205,13;14;12,1.2,1.213,13;14;12,5.1,1.089,13;14;12,3,56.16,16.27,14,23,56.4,16.84,14,25,50.18,14.25,11,22,891,101,8.22
Q08AM6,Protein VAC14 homolog,4.35,3,2,2,7,1.113,2;1;-,14.4,1.143,2;1;-,0.1,1.072,2;1;-,,1.149,2;1;-,14.9,0.977,2;1;-,3.5,11.85,4.35,2,3,7.06,2.17,1,2,3.23,4.35,2,2,782,87.9,6.13
Q08J23,"cDNA FLJ58246, highly similar to Homo sapiens NOL1/NOP2/Sun domain family, member 2 (NSUN2), mRNA",37.43,3,21,21,63,1.394,17;8;14,4.3,1.374,17;8;14,1.9,1.182,17;8;14,3.8,1.197,17;8;14,3.6,1.141,17;8;14,5.9,55.92,25.14,13,22,45.59,23.22,14,19,55.22,27.73,14,22,732,82.3,7.01
Q09028,46 kDa protein,34.88,8,6,15,82,1.276,3;6;5,5.5,1.283,3;6;5,8.1,1.08,3;6;5,8.1,1.116,3;6;5,20.4,1.126,3;6;5,8.7,50.81,27.07,11,24,63.7,32.93,14,25,70.39,32.93,14,33,410,46.1,5.07
Q09160,"HLA class I histocompatibility antigen, A-80 alpha chain",28.22,10,0,7,66,,,,,,,,,,,,,,,,53.35,28.22,7,21,58.73,28.22,7,25,49,26.58,6,20,365,40.8,6.3
