Compound,Number Passed,042111_08_01(raw),042111_08_02(raw),042111_08_03(raw),042111_09_01(raw),042111_09_02(raw),042111_09_03(raw),042111_10_01(raw),042111_10_02(raw),042111_10_03(raw),042111_11_01(raw),042111_11_02(raw),042111_11_03(raw),042111_12_01(raw),042111_12_02(raw),042111_12_03(raw),042111_13_01(raw),042111_13_02(raw),042111_13_03(raw),042111_14_01(raw),042111_14_02(raw),042111_14_03(raw),042111_15_01(raw),042111_15_02(raw),042111_15_03(raw),042111_16_01(raw),042111_16_02(raw),042111_16_03(raw),042111_17_01(raw),042111_17_02(raw),042111_17_03(raw),042111_19_01(raw),042111_19_02(raw),042111_19_03(raw),042111_20_01(raw),042111_20_02(raw),042111_20_03(raw),Annotations,Mass,Retention Time,CAS Number
864.3481@13.876028,1,376279,193594,219632,166870,193506,151367,336915,299329,155738,190739,158901,172927,109269,101898,88537,146357,136672,122701,130215,179418,139933,142234,134144,115285,135988,157036,109930,110183,144257,113195,160728,134587,192852,155978,175157,149633,,864.3481,13.876028,
282.1003@13.8762245,1,1200468,735617,794251,642882,766421,602598,1098929,953535,617781,755335,639771,652642,496650,467738,421270,619296,555801,525121,553483,634685,530241,588976,571668,526421,568845,617046,440797,583506,606466,519878,660138,589011,703916,588561,650277,553338,,282.1003,13.8762245,
706.3213@13.875223,1,879094,575137,469916,556373,454224,351803,815028,711570,590323,430892,389002,384242,404532,394377,353863,521797,490942,467513,475684,432850,359766,591916,513336,473360,528452,515132,397118,489237,523692,423538,616610,501701,515781,566574,641043,545454,,706.3213,13.875223,
1242.5096@13.876581,1,71333,53692,1,41063,37797,1,65839,51781,39597,44527,32753,60719,34992,41383,29399,50697,33317,36638,38395,47878,1,46954,66978,31911,43045,48142,28781,61948,38342,1,43820,37778,32758,44908,1,62276,,1242.5096,13.876581,
Biliverdin IX + 13.8751,1,8259309,1,4468020,5916115,6049211,1,8473250,7339589,5317964,6500363,5890778,4414394,6008883,1,3995966,6045151,5716122,6407484,5442603,5010948,3940677,6412055,5768774,1,5850393,5759369,5018134,5426146,1,4942167,7070157,5769179,5609618,7228781,6496929,1,"Biliverdin IX [ C33 H34 N4 O6, db=45.81, overall=22.91, HMP ID=HMDB02309, KEGG ID=C00500, CAS ID= 114-25-0 ]",582.2468,13.8751, 114-25-0
896.3746@13.876728,1,439012,184693,220935,223504,174418,134773,347526,307137,192472,211618,183427,171259,136113,132329,108575,204507,181530,151058,143017,195269,131364,171304,184531,128334,36646,205763,120780,173224,35545,1,36781,173823,174273,1,1,188800,,896.3746,13.876728,
720.3007@13.875195,1,653013,385151,316500,393892,305731,238908,583731,473508,345021,303863,264701,245725,244897,238642,201198,326544,302135,266585,295210,287335,209676,376887,319585,271337,337630,327865,220180,320764,319680,238365,385037,319540,316948,331953,374317,307794,,720.3007,13.875195,
908.3734@13.876348,1,181805,108562,93152,97131,80473,59793,168310,149073,104305,1,1,72616,1,64348,1,88039,83127,1,77291,85305,64015,96100,90250,1,87611,93199,1,1,85796,1,107111,1,94805,95200,121141,95902,,908.3734,13.876348,
636.1519@13.87985,1,116267,75114,59864,68892,79810,65986,121238,95561,61659,53008,74077,58100,53019,46690,40840,51331,54682,53148,60864,51448,65822,62395,56045,52270,62409,61971,49349,59610,1,51664,1,52934,64371,69979,73194,1,,636.1519,13.87985,
943.4197@13.876037,1,195917,123631,91368,127562,91570,61403,186697,159716,1,96820,82589,77018,1,1,1,113687,107065,1,108944,93367,1,127030,111525,98637,113428,1,79471,105860,109986,73887,134883,101536,100361,121537,142484,113957,,943.4197,13.876037,
1192.4886@13.875974,1,1907038,80686,768323,818764,746932,555584,1886035,1641678,216487,773934,846947,637192,524151,133264,506318,816347,755862,156519,694538,719171,551959,213670,179708,691049,180813,827450,558600,706778,771110,551670,215887,747796,807732,815440,43169,202837,,1192.4886,13.875974,
1226.5306@13.877594,1,2858136,259302,172795,232148,167176,1,2876845,2670333,252948,197243,177289,1,1,1,1,250553,227159,189111,226042,206967,142106,295057,236958,1,247960,1,138626,188177,1,1,306429,202686,222426,1664078,2013705,248362,,1226.5306,13.877594,
314.1267@13.875557,1,1329116,866495,883147,790887,829540,706063,1276449,1108452,753073,794521,674290,700501,569878,583170,516978,733824,694179,656134,674857,761239,616051,764804,733976,643118,716686,752020,569881,662430,772123,569577,837322,746504,810645,723653,846196,723291,,314.1267,13.875557,
748.2959@13.87564,1,274233,148682,117429,160711,117404,80639,250006,185176,123614,130159,101897,91783,99425,91328,67952,141021,107390,95166,118278,104302,77832,145139,119160,92408,127450,118376,81815,119579,126164,83881,152966,116002,112772,126745,147400,116568,,748.2959,13.87564,
734.3167@13.875916,1,1841376,1105833,868407,1128733,834302,631518,1618090,1310489,1017252,838750,701098,658387,524802,685338,590531,940141,875819,767102,876246,784529,593565,1113238,923814,770450,974074,924138,682365,864603,923297,720674,1146248,899539,868552,1041843,1124031,918953,,734.3167,13.875916,
970.4116@13.876899,1,232521,124696,93605,102195,89750,56374,1,190689,112727,94543,30661,1,70106,1,20371,102849,34921,30322,33537,95783,1,116646,104717,87841,100882,107629,1,1,95065,65753,126453,1,109378,116555,153090,112790,,970.4116,13.876899,
867.3674@13.8762865,1,525712,257979,211574,264162,243368,144750,553877,474267,239249,266105,232769,205015,1,173893,124694,280010,254609,212273,222158,251669,176549,290721,254319,202564,268446,280736,156552,228467,255326,161708,346636,249767,295550,272559,357834,240015,,867.3674,13.8762865,
926.3857@13.876266,1,437113,206336,1,181954,1,126163,1,1,163611,142094,160563,50559,1,97412,84405,173522,163550,130126,128927,152293,1,151364,169751,133231,136823,175214,95765,144431,131283,120744,209789,164390,182138,191642,243022,179789,,926.3857,13.876266,
583.2517@13.87564,1,3795329,3357484,2055583,3644970,2493662,1972229,5566351,4644546,3206511,2585750,2358741,2513251,2314000,2880753,2300476,3909111,3580937,2396903,3511332,3009415,2204244,4031261,3504399,2885431,3698933,3508001,1996659,3259272,3424908,1901810,4562877,3366802,3207912,2409539,4299695,3162702,,583.2517,13.87564,
956.396@13.876835,1,273216,124474,84842,100463,106751,70492,252673,169381,78549,100035,95925,69055,50408,24123,37899,101002,75361,70213,35865,81453,31795,89980,50970,65873,87888,107387,28643,49186,118128,56097,116906,86232,69344,107498,138800,80677,,956.396,13.876835,
676.308@13.876473,1,194608,154249,102546,151781,121463,96189,185841,166726,147061,114339,105737,113023,87157,120900,104069,116879,133127,134732,110438,108860,118834,154974,150444,123786,123002,108566,119458,136314,131802,111937,140324,139865,125140,142585,143648,142301,,676.308,13.876473,
929.4038@13.876501,1,260028,128090,1,110477,1,70016,247142,1,117072,115722,97823,1,73820,70153,56041,117114,102603,94230,96594,120928,93540,129223,110218,91705,108274,128801,68995,92296,105104,72576,133280,106035,144820,119079,157277,114329,,929.4038,13.876501,
672.2801@13.875572,1,3802487,1,1,2276919,1,1,3595032,3010875,2204924,2061970,1834646,1804441,1762664,1642562,1455197,2144338,2064663,1852047,1966308,1,1,2314734,2074131,1866644,2101705,2117219,1602331,2157199,2056151,1,2513867,2179215,1,1980679,2390918,2023834,,672.2801,13.875572,
493.2209@13.875945,1,458791,316214,306534,317025,314549,243658,425135,411423,291689,351758,331690,265778,269920,234322,212118,299672,273133,264273,263727,279827,217565,285052,281338,261701,282675,294410,229282,279905,291630,231054,322612,287676,302130,266665,324182,281120,,493.2209,13.875945,
658.2643@13.874903,1,882219,509295,1,444592,1,413724,1,701833,1,540384,408563,405650,327721,318122,285654,429330,353233,324311,354320,472991,1,437999,403764,362881,370062,392291,292313,393260,387898,297229,465360,401423,490205,394578,492568,363148,,658.2643,13.874903,
1151.4832@13.877482,1,137050,43454,47500,35732,56125,1,152307,132057,36375,55286,50676,1,1,1,1,42826,37023,1,29192,57229,39502,45884,36570,28191,38853,49510,1,31554,38604,26692,61779,45637,82188,54221,77488,43569,,1151.4832,13.877482,
961.4299@13.877784,1,84070,36299,38596,34317,30795,18441,79157,62788,26937,29618,30909,25544,19195,1,13374,34138,28270,23024,1,29720,1,34266,1,19356,31010,31909,1,1,1,17303,35043,25983,1,34660,40849,28096,,961.4299,13.877784,
912.4054@13.877669,1,685350,411196,278064,387791,293878,186086,731877,664079,369580,1,1,247162,290723,262742,1,418609,375635,1,362876,364457,224385,440878,379688,1,401522,406883,1,1,361310,1,509954,1,346683,426168,549379,365265,,912.4054,13.877669,
762.3116@13.876194,1,942833,545014,438980,533139,429589,311333,810371,592745,425780,382777,309108,277522,344786,289703,239538,456460,389472,323422,389491,341795,250145,477446,399429,319557,421881,398151,271123,402076,392655,280264,508277,389752,367636,453160,479132,380022,,762.3116,13.876194,
975.4451@13.8780365,1,118082,67590,50222,56495,47988,38817,1,106503,55193,50511,1,1,37644,38294,1,63296,1,1,1,53569,1,66247,58483,48373,56444,60303,34989,49290,52931,34063,74799,56175,60248,64292,79068,62009,,975.4451,13.8780365,
509.216@13.87594,1,106533,69919,69867,67975,72332,51173,154425,1,1,59529,58895,56605,45078,46469,43349,53582,59789,56283,58055,55155,52204,60332,56985,59693,58444,59339,49817,57005,61886,55141,1,58838,66940,60892,75234,63186,,509.216,13.87594,
Tyr Phe Tyr + 13.876723,1,461655,342193,340821,302298,337065,324223,447262,441594,328340,338749,309655,323504,242976,254957,248245,290483,276544,291612,284862,353047,295399,316732,318789,298059,299507,323036,271089,298061,321451,275158,343518,316351,394823,281727,362443,306414,"Tyr Phe Tyr [ C27 H29 N3 O6, db=65.06, overall=32.53 ]",491.2056,13.876723,
881.3826@13.877259,1,100463,49572,39426,46019,42412,25279,100217,83764,41949,48316,38536,1,34119,31076,1,47296,42449,36339,42180,1,31689,51877,47028,34612,46905,49551,24994,37236,42785,26479,55542,40978,1,48498,1,43863,,881.3826,13.877259,
1193.664@13.879387,1,62598,234559,1,334047,1,1,61665,61631,512183,1,47279,1,381879,383621,385374,264778,265674,260577,300946,78301,47807,374796,382521,359623,374083,293830,318756,216787,216593,204261,255578,237648,43589,321900,431270,473791,,1193.664,13.879387,
582.7497@13.876502,1,2297517,491790,667280,474456,160668,179340,1000010,818603,511284,186475,163666,132431,186722,349410,260869,534919,249604,200408,483456,376217,121782,661260,514061,399127,543051,507109,136035,405376,429868,124375,684327,420700,409417,274281,803305,524518,,582.7497,13.876502,
Trp Tyr Gln,1,98173,47850,56477,48774,53359,49728,77884,67646,43060,1,1,53546,1,34867,35413,48220,39687,42589,42344,50518,42061,44051,39273,34064,52980,45096,1,45677,45603,39930,53339,37191,55632,1,62720,43421,"Trp Tyr Gln [ C25 H29 N5 O6, db=56.92, overall=28.46 ]",495.208,13.876967,
616.2538@13.877678,1,212032,131481,137788,130250,137736,127205,1,1,110076,139187,133527,118786,95201,93384,84336,121910,110924,104297,113672,242905,195629,97576,113256,98375,111343,119303,89079,114238,113679,96006,131123,113066,136112,100959,128201,112075,,616.2538,13.877678,
Nicardipine,1,110548,79403,70196,83477,81519,60247,105772,104911,74764,82547,64943,67406,63174,65941,59365,72461,98784,69366,76702,72996,87046,95350,70670,70011,69261,74787,72871,70609,79628,59864,81684,60232,75307,69069,86276,89412,"Nicardipine [ C26 H29 N3 O6, db=70.81, overall=35.41, KEGG ID=C07264, CAS ID=55985-32-5 ]",479.205,13.876445,55985-32-5
878.365@13.876516,1,50922,23668,23243,19453,21932,14294,47581,42669,20184,22180,18879,17747,13044,12626,1,18326,20172,17052,19008,17369,15153,18507,18597,15846,17992,20661,12116,15637,17703,11823,21901,17280,22561,20704,25637,20634,,878.365,13.876516,
567.2211@13.876649,1,303828,171604,160658,184011,186543,117426,313449,271570,187365,1,1,166068,113679,116332,120477,158485,139321,157391,139467,170386,112644,195059,136740,159490,172140,173569,125704,167541,170720,113307,174181,176112,185849,180111,175878,171270,,567.2211,13.876649,
644.7861@13.877095,1,120136,1,1,26133,19295,14643,63774,86155,25095,20951,16620,18255,43529,16339,1,26208,24038,21025,1,63652,16165,29739,23634,20577,67560,22727,18480,20582,23412,15974,30189,23947,21913,26308,37685,25667,,644.7861,13.877095,
Gln Trp Glu,1,63733,38463,36550,34770,35655,26236,56062,47445,34156,32493,1,31815,24593,25381,19449,31408,31965,1,26235,29589,21208,32149,28068,23900,32062,30075,21568,1,29954,24829,38318,34369,34532,27433,32573,33883,"Gln Trp Glu [ C21 H27 N5 O7, db=34.78, overall=17.39 ]",461.195,13.876152,
298.1317@13.878472,1,1335949,615722,765744,773060,858431,648240,1281154,1076945,582970,940413,766160,608009,487768,513157,361204,708426,612928,551870,537605,743670,601326,604129,601974,448363,652780,666877,451211,660381,661174,437357,750447,660268,783960,630255,646703,562153,,298.1317,13.878472,
Asn Tyr Gly,1,68071,39372,1,44395,60129,40163,67281,55793,1,1,1,41140,1,24791,18084,38122,33787,30819,21454,44144,1,1,29736,23318,37294,38341,25914,41824,36204,24960,38571,32422,47302,31968,30934,1,"Asn Tyr Gly [ C15 H20 N4 O6, db=68.82, overall=34.41 ]",352.1394,13.880392,
284.1158@13.879252,1,812617,407502,491171,355692,513973,400140,781800,647325,303808,551037,439903,420995,177792,256053,209653,371068,301541,290435,310376,431294,363639,334507,326116,258930,318955,359102,240643,322575,348002,276213,367229,336065,438965,354409,388302,299345,,284.1158,13.879252,
"3,5-Pyridinedicarboxylic acid, 2,6-dimethyl-4-(3-nitrophenyl)-, methyl 2-[methyl(phenylmethyl)amino] + 13.879307",1,315016,206604,218143,203131,285947,292884,296551,327767,178334,297050,295842,294426,144513,140996,129068,176182,172591,159757,215404,170950,251540,190734,168771,163516,235035,259111,149928,173989,238210,252014,198560,241361,314298,167934,192656,177310,"3,5-Pyridinedicarboxylic acid, 2,6-dimethyl-4-(3-nitrophenyl)-, methyl 2-[methyl(phenylmethyl)amino] [ C26 H27 N3 O6, db=74.18, overall=37.09, KEGG ID=, CAS ID=59875-58-0 ]",477.1898,13.879307,59875-58-0
833.4963@13.885234,1,56940,201977,1,178344,1,37070,51468,1,339927,1,1,1,271716,282062,249762,282508,300600,279555,297521,47010,31418,305681,218445,203445,261665,149661,212259,201149,193991,124349,263226,183449,42307,201011,227556,224158,,833.4963,13.885234,
1045.5562@13.8920965,1,24116,127400,64723,26303,1,1,35591,18235,121588,1,1,31579,27775,41817,23132,24518,29780,79529,72381,19954,31723,44427,22420,67276,83283,22997,31844,82069,26834,20823,110452,72761,1,19418,23072,21286,,1045.5562,13.8920965,
1095.5912@13.892453,1,49837,75790,34441,38630,23943,29384,40060,29595,58696,22999,29644,1,1,38646,1,34909,48761,48765,36253,27061,1,63006,38019,35850,43674,1,41518,40629,47325,41370,68889,41299,26662,34481,36752,37936,,1095.5912,13.892453,
1048.5735@13.892926,1,36187,87058,1,50332,18214,16630,41798,32469,84344,1,1,1,53487,1,1,46482,64858,59614,57408,22577,1,85497,1,49900,61881,33851,1,52315,54015,39122,83290,45447,20033,47593,49937,51200,,1048.5735,13.892926,
779.4516@13.885543,1,26883,51395,1,48046,1,1,1,1,1,1,1,1,103046,92138,86628,54249,105819,77247,103716,1,1,77698,111163,53251,132644,100803,44205,94995,97758,52956,150060,105608,1,101607,113581,80301,,779.4516,13.885543,
918.6492@13.8966,1,462443,422082,314942,344341,317609,290109,452523,394157,334564,477024,391806,51414,47784,1,59184,367349,43363,349353,536206,52571,447816,78859,565375,63604,69897,460024,61254,420813,55775,313837,65304,530533,509518,524951,74865,76140,,918.6492,13.8966,
935.6756@13.895752,1,363247,366267,283605,287764,286883,246352,370368,356030,419808,408401,379882,393359,368146,359961,370560,325555,305333,316871,472184,449533,529172,537883,497770,506265,495430,422104,492130,366771,402444,499729,521623,462251,624426,695270,621985,595960,,935.6756,13.895752,
C24 Sulfatide,1,269228,266717,216786,215817,206916,195330,273412,273666,323931,291474,298994,283860,278594,262774,281910,230836,228671,238424,345039,339678,406739,458763,367550,389297,363608,328371,368465,267033,295608,393363,388731,371368,487200,516370,449361,456399,"C24 Sulfatide [ C48 H93 N O11 S, db=88.42, overall=44.21, Lipid ID=LMSP06020013, KEGG ID= ]",891.6496,13.895306,
749.4387@13.89454,1,44817,74641,1,45575,30922,1,42512,25505,48831,1,19468,1,44881,38507,30696,1,50203,31037,36640,29075,13736,54412,1,1,1,1,45871,45452,53038,40187,1,43037,21706,34854,1,1,,749.4387,13.89454,
830.5967@13.895909,1,236811,200648,160460,167957,191678,151415,239689,226122,127896,247755,1,243080,193908,231606,210816,20083,182119,167752,273104,250174,235130,337638,274051,296033,269743,227428,249127,170475,229763,1,264372,233683,253320,1,327355,284089,,830.5967,13.895909,
847.6232@13.896607,1,178817,180261,124716,146099,133581,120381,167952,184423,184763,195853,176731,194898,172302,165691,1,1,1,137288,179103,207455,262029,250829,237667,184083,258221,213363,209253,195450,173536,225429,235278,235622,278972,308695,298105,290911,,847.6232,13.896607,
979.702@13.896585,1,432376,447008,367093,354666,330747,287197,447946,424390,549818,460215,482576,454761,445837,350790,483452,390121,376315,413133,567457,544048,652120,762534,574300,611149,600017,541462,600541,439404,493463,600037,642419,585845,751631,854200,753458,660235,,979.702,13.896585,
1050.7274@13.9000435,1,44062,1,348730,48576,1,21992,42117,32405,1,35936,45349,1,65746,47869,1,546967,56893,51956,1,39593,500584,1140924,1,866279,73571,1,62197,602698,45562,1,1,70037,32648,1,76195,1,,1050.7274,13.9000435,
1028.6847@13.898851,1,488461,506844,319955,399635,1,1,1,438976,312640,496523,1,1,499121,640668,517998,1,508796,565425,814331,1,1,881374,858143,804508,596881,615103,586812,547162,528724,270721,809507,584899,1,660164,974381,942195,,1028.6847,13.898851,
984.6579@13.897518,1,583126,478698,346805,19347,398511,1,453405,428205,1,1,1,1,482353,1,511123,481184,409808,406600,619667,649848,1,832612,27058,669004,671822,546723,584328,469233,529196,354860,703197,590013,598109,708821,748477,32210,,984.6579,13.897518,
1023.7278@13.898656,1,451145,490904,348880,375889,356027,295009,457843,436969,567952,477650,481179,1,476437,496167,494149,430455,400490,433121,640678,567086,664321,849704,643488,692201,735538,567493,638226,490640,517932,645500,684825,603424,783739,893634,785677,787062,,1023.7278,13.898656,
962.6753@13.896331,1,47941,83353,35928,394441,36409,308025,46011,49594,470696,534645,508289,478419,75503,558617,67266,60473,61337,67533,87259,56459,526390,108672,715398,89088,95102,69361,94395,67978,79185,37386,95347,78478,44188,70385,94995,774674,,962.6753,13.896331,
803.597@13.898972,1,97345,95863,91642,76338,91385,75665,108518,107382,110742,126753,115033,116461,106053,97685,96591,70605,79326,88128,119795,127917,130507,154149,131340,138760,133022,110744,120407,102547,104288,144953,135781,115159,179335,195083,162969,162929,,803.597,13.898972,
1006.7014@13.900152,1,33860,34603,19212,1,367783,318457,509668,33153,1,39336,545804,431444,1,85602,94115,296068,38600,49794,60597,565885,526833,96790,71808,73744,77729,43474,57956,45118,59361,31809,75050,48935,529179,43493,78622,72120,,1006.7014,13.900152,
1067.7542@13.901264,1,456637,483043,360693,362724,350538,308087,461457,429417,531105,483765,538464,1,478166,419692,460753,391254,415329,1,628523,571747,662085,810901,650407,709340,695925,578513,633969,497033,501757,617047,659853,643108,775696,897662,819972,800718,,1067.7542,13.901264,
1094.7538@13.901059,1,32779,486265,21448,50632,28902,280145,34966,34026,1,32444,45083,36918,78632,79316,84491,445818,62479,424708,703076,40115,473385,71892,737876,69007,62747,587562,630659,512283,543177,1,88169,615081,37897,47728,86648,774249,,1094.7538,13.901059,
465.3222@13.902696,1,914465,3237336,923985,2383005,843973,1137779,971209,671224,3379964,670153,930723,516034,2666926,3192604,3372179,1817139,3148823,2879083,2373517,1106740,590718,3563503,2105552,2354011,2589830,1128736,3750932,2789653,2714734,2328343,3278855,2271106,759346,1295041,1226284,1740765,,465.3222,13.902696,
